Id,SumTotalActivityDates,SumCalories,SumFairlyActiveMinutes,SumLightActiveDistance,SumLightlyActiveMinutes,SumLoggedActivitiesDistance,SumModeratelyActiveDistance,SumSedentaryActiveDistance,SumSedentaryMinutes,SumTotalDistance,SumTotalSteps,SumTrackerDistance,SumVeryActiveDistance,SumVeryActiveMinutes,TotalActiveMinutes,TotalActiveDistance,AverageDailyActiveMinutes,AverageDailySteps,Met daily rec activity mins,Met daily rec step count
6290855005,39,97045,217,123.9400007724762,6989,0.0,7.400000095367429,0.2499999944120639,47494,136.1300003528595,180018,136.1300003528595,4.500000000000001,158,7364,135.84000086784363,188.82051282051282,4615.846153846154,TRUE,FALSE
6391747486,9,15868,6,7.590000033378598,309,8.75482988357544,0.0500000007450581,0.0,11357,9.670000195503238,12032,0.9099999666213989,2.02999997138977,46,361,9.670000005513426,40.111111111111114,1336.888888888889,FALSE,FALSE
6775888955,35,79949,828,34.910000011324875,2160,1.95959603786469,20.57999992370605,0.0,42946,83.01999907568099,115543,83.01999907568099,26.919999781996,465,3453,82.40999971702692,98.65714285714286,3301.2285714285713,TRUE,FALSE
6962181067,44,90692,980,183.90000078082082,11240,24.08710503578186,54.74999971687793,0.310000002384186,29020,325.2300009727479,480595,319.5000014305116,86.24000024795531,1202,13422,324.89000074565405,305.04545454545456,10922.613636363636,TRUE,TRUE
7007744171,37,97669,618,182.2899996638298,10629,89.43683218955995,27.059999942779537,0.07000000029802331,39447,314.6799995899201,441533,295.40999960899353,105.26999892294407,1343,12590,314.6199985295534,340.27027027027026,11933.324324324325,TRUE,TRUE
7086361926,42,105681,998,111.29999946430327,5674,0.0,30.629999853670604,0.0599999986588954,37030,247.15999924950304,363772,247.15999924950304,104.56999997794627,1635,8307,246.49999929592013,197.78571428571428,8661.238095238095,TRUE,FALSE
8053475328,41,123145,422,106.50000007450582,6378,0.0,18.569999959319823,0.0,47847,483.0699967890976,620950,483.0699967890976,357.8900010585785,3573,10373,482.9600010924041,253.0,15145.121951219513,TRUE,TRUE
8253242879,30,51528,328,42.85000005364418,2932,0.0,16.610000044107426,0.0399999991059302,40688,108.8300005197525,151840,108.8300005197525,49.30999913811684,460,3720,108.76999923586844,124.0,5061.333333333333,TRUE,FALSE
8378563200,42,146808,442,168.10999941825867,6866,49.728723287582405,22.409999772906303,0.0,30410,291.7400019168853,367872,291.7400019168853,101.19000068306921,2484,9792,291.7099998742342,233.14285714285714,8758.857142857143,TRUE,FALSE
8583815059,39,103823,703,99.01999974250793,5384,0.0,32.36999975889921,0.0,49378,193.09999859333044,247518,193.09999859333044,25.110000304877765,305,6392,156.4999998062849,163.89743589743588,6346.615384615385,TRUE,FALSE
8792009665,40,81791,182,53.82000007666648,4247,0.0,3.060000006109475,0.0,41477,58.179999882355354,90897,58.179999882355354,1.300000002607703,46,4475,58.18000008538366,111.875,2272.425,TRUE,FALSE
8877689391,42,147442,489,267.1200006008148,10168,0.0,16.270000010728825,0.18999999947845891,47053,578.689995765686,706246,578.689995765686,293.15000057592965,2850,13507,576.5400011874733,321.5952380952381,16815.380952380954,TRUE,TRUE
